B01001_001E,B19013_001E,B19001_001E,B25003_003E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,B03002_001E,B03002_003E,B03002_004E,B03002_006E,B03002_012E,B11001_001E,B11001_002E,B11001_007E,B15003_001E,B15003_016E,B15003_017E,B15003_018E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B20002_002E,B20002_003E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B17001_001E,B17001_002E,state,county,tract
5604,30473,2361,2333,187,26,161,1102,5604,0,2137,54,3275,2361,1255,1106,3839,394,824,365,111,344,121,0,27,30465,37842,4501,1965,311,5604,2532,5604,2347,36,005,021302
4612,43750,1314,1259,39,98,136,583,4612,67,657,67,3777,1314,826,488,2598,64,515,33,197,466,99,0,0,47759,32712,3192,1992,145,4612,2421,4456,1986,36,005,021501
6953,-666666666,2228,2042,128,133,71,689,6953,8,1490,1,5268,2228,1465,763,4107,178,930,183,399,451,174,48,0,40008,24614,5025,2473,374,6953,3121,6656,2490,36,005,021502
4865,54565,1564,1307,127,26,116,550,4865,507,605,444,3229,1564,1159,405,2821,192,818,223,323,220,100,11,9,29648,28958,3383,2400,186,4865,2578,4865,917,36,005,021601
6344,59408,2389,1799,174,262,202,430,6344,185,1943,1990,1717,2389,1592,797,4316,79,1283,73,398,801,469,97,19,30865,32190,5005,3390,335,6344,3203,6344,856,36,005,021602
5100,41416,1839,1805,228,99,190,572,5100,152,1564,183,2891,1839,1073,766,3742,80,355,189,329,505,203,18,14,36647,22373,4175,2550,163,5100,2197,5078,1608,36,005,021700
6041,58807,2294,1784,22,84,148,770,6041,172,753,276,4533,2294,1322,972,4195,107,721,311,510,403,189,22,0,41190,33642,5029,3057,252,6041,3136,6013,1501,36,005,021800
1022,48623,419,419,54,56,33,119,1022,17,250,26,715,419,236,183,765,9,209,34,70,159,25,14,0,49228,28295,862,544,30,1022,558,996,210,36,005,021900
1901,23468,634,565,20,13,19,293,1901,41,486,71,1285,634,368,266,1057,20,216,72,151,59,17,0,0,30188,20484,1283,609,92,1901,880,1797,995,36,005,022000
3743,58186,1301,1301,20,196,75,263,3743,159,668,86,2507,1301,874,427,2319,189,317,191,221,389,112,0,0,36818,32534,2785,1784,169,3743,1934,3675,509,36,005,022101
5896,37022,1641,1641,169,48,110,626,5896,142,851,0,4749,1641,1295,346,3268,207,621,174,87,276,53,45,0,29630,20451,4152,2554,436,5896,2682,5896,2088,36,005,022102
3303,56029,1110,934,98,65,39,343,3303,39,175,1174,1774,1110,713,397,2082,106,463,169,67,435,96,9,0,42925,37009,2401,1503,106,3293,1621,3241,908,36,005,022200
5207,45007,2154,2154,66,394,293,440,5207,23,689,52,4238,2154,1537,617,3297,139,1033,205,378,278,71,20,0,43315,21488,4011,2358,179,5207,2233,5010,1445,36,005,022300
2528,67824,967,787,86,9,85,244,2528,358,485,244,1411,967,633,334,1785,19,387,14,184,459,96,111,0,45817,33819,2012,1213,133,2528,1154,2528,326,36,005,022401
2788,91225,1106,915,32,77,32,217,2788,294,678,97,1684,1106,673,433,2013,43,361,82,321,514,151,42,11,44271,54583,2242,1683,215,2788,1272,2788,370,36,005,022403
4466,59482,1933,1501,36,119,159,543,4466,491,1078,236,2426,1933,1190,743,3129,125,523,113,355,461,272,78,0,43911,41923,3711,2268,137,4466,1943,4466,664,36,005,022404
9408,53191,2336,2189,126,0,163,749,9408,556,1834,73,6850,2336,1946,390,5924,200,1799,326,381,528,60,0,0,32162,16844,7172,4556,1120,9408,4659,9289,2464,36,005,022500
4995,37134,2045,2016,104,252,40,848,4995,59,2471,48,2091,2045,1344,701,3553,68,987,197,235,282,185,0,0,29317,28174,3917,3007,568,4991,2240,4983,1366,36,005,022701
1277,27446,548,514,13,23,0,275,1277,0,375,22,824,548,340,208,923,33,121,30,87,158,71,4,0,31250,25905,1078,496,44,1277,510,1277,560,36,005,022702
1728,66146,708,708,81,28,17,301,1728,97,455,28,1138,708,350,358,1012,25,104,35,100,130,118,30,0,51944,55268,1265,739,62,1728,688,1728,763,36,005,022703
5623,87961,2317,2016,13,178,167,444,5623,833,795,865,2996,2317,1450,867,3795,36,894,117,402,1141,348,0,30,65266,45518,4640,3289,100,5623,3035,5531,639,36,005,022800
5541,52763,1964,1934,104,75,111,701,5541,220,2144,43,2874,1964,1260,704,3594,77,1092,267,194,544,33,38,20,47585,18027,4354,2520,192,5517,2990,5530,1672,36,005,022901
3239,35313,1157,925,55,90,8,440,3239,39,681,61,2390,1157,737,420,2156,45,595,99,92,370,78,153,0,45484,23968,2536,1867,87,3239,1428,3227,1148,36,005,022902
2555,55460,963,797,48,76,111,298,2555,593,326,210,1365,963,658,305,1497,0,446,47,285,115,43,0,7,34318,30238,1782,1074,71,2555,1271,2555,829,36,005,023000
1570,59388,410,355,67,13,31,47,1570,72,902,27,568,410,292,118,938,38,341,71,15,66,0,0,0,36336,17500,1237,657,96,1420,718,1420,315,36,005,023100
2462,45125,862,657,50,17,95,281,2462,758,249,227,1009,862,516,346,1513,41,451,38,60,239,42,11,19,26789,36056,1767,1257,166,2462,1307,2462,819,36,005,023200
3742,42778,1648,1514,177,90,119,572,3742,18,1180,50,2245,1648,833,815,2731,105,704,372,153,237,50,14,0,35770,30141,3264,2075,443,3742,1581,3723,1002,36,005,023301
3665,65156,1037,975,28,46,104,211,3665,10,618,49,2618,1037,740,297,2150,189,471,98,166,240,19,30,65,43651,21875,2715,1573,110,3665,1856,3665,997,36,005,023302
3322,37194,1244,1234,139,68,71,453,3322,9,410,11,2892,1244,747,497,2075,41,668,105,206,137,0,28,0,36454,22850,2543,1481,154,3322,1559,3322,1217,36,005,023501
4284,47484,1607,1567,160,96,177,407,4284,45,1220,0,2972,1607,995,612,2765,110,524,108,359,291,245,32,0,40833,29358,3359,2127,399,4284,1512,4284,1131,36,005,023502
1602,54583,557,480,92,34,58,86,1602,268,204,76,1051,557,355,202,992,44,271,56,59,191,35,0,0,37347,30673,1182,788,15,1596,937,1596,330,36,005,023600
1119,44583,323,305,17,17,26,114,1119,5,415,0,692,323,251,72,738,23,206,23,14,59,25,0,0,28977,27500,786,573,51,1119,654,1119,414,36,005,023702
5081,27763,1804,1775,213,86,110,909,5081,84,882,51,4018,1804,1332,472,3135,54,747,192,317,273,45,0,13,40893,19236,3689,1776,232,5081,2471,5070,2032,36,005,023703
3659,32984,1452,1452,67,56,221,663,3659,83,539,0,2935,1452,1038,414,2271,81,739,174,96,155,85,0,0,34690,25032,2802,1725,306,3659,1900,3659,1659,36,005,023704
2394,67750,743,518,57,27,88,146,2394,484,169,187,1525,743,538,205,1552,79,399,103,114,230,86,5,28,39493,37950,1929,1214,183,2394,1261,2365,420,36,005,023800
9384,51172,2663,2625,315,180,131,715,9384,101,1775,0,7422,2663,2078,585,5851,494,1943,266,242,581,163,0,0,36798,18594,6900,4483,509,9384,4213,9304,2431,36,005,023900
4147,72608,1351,745,42,50,125,376,4147,496,1152,69,2230,1351,1019,332,2805,22,819,216,440,457,116,0,0,45925,35727,3402,2516,534,4147,1919,4147,804,36,005,024000
6284,29527,2350,2350,197,164,274,719,6284,403,1573,137,3901,2350,1407,943,3949,104,1037,112,117,622,199,0,0,27472,21974,4769,2518,570,6284,2304,6278,2269,36,005,024100
4401,24293,1985,1985,92,34,134,873,4401,61,1293,0,2953,1985,981,1004,2883,158,614,253,364,242,54,0,0,40357,29831,3570,2000,454,4401,1628,4400,1489,36,005,024300
2168,78854,831,500,43,5,74,152,2168,585,89,206,1168,831,578,253,1495,14,359,55,180,318,119,10,17,50441,40333,1882,1273,179,2168,1073,2155,222,36,005,024400
5043,49904,1591,1483,156,234,32,353,5043,254,1362,0,3427,1591,1246,345,3349,185,1124,106,164,413,25,0,0,34526,24911,3815,2237,137,5043,2549,5043,1332,36,005,024501
3975,37448,1259,1141,48,19,162,430,3975,74,974,0,2927,1259,836,423,2556,181,749,109,171,243,99,0,0,43430,27250,3142,2061,175,3972,1755,3961,793,36,005,024502
2117,95703,793,515,53,33,18,171,2117,464,92,470,935,793,589,204,1550,59,374,59,150,259,94,22,20,50694,50461,1714,1049,75,2117,1192,2111,196,36,005,024600
1772,47283,742,734,55,18,119,198,1772,19,901,139,713,742,392,350,1318,59,181,86,127,272,83,0,6,42074,29792,1496,1017,151,1772,872,1772,278,36,005,024700
3528,78839,1210,933,68,25,247,209,3528,1112,310,443,1595,1210,750,460,2651,163,540,179,250,313,304,0,59,40313,52553,2989,1798,67,3227,1628,3240,458,36,005,024800
0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,36,005,024900
2755,109667,936,465,127,20,6,122,2755,1185,24,580,934,936,692,244,1905,40,641,33,155,395,171,4,59,36365,46705,2131,1436,31,2755,1247,2741,237,36,005,025000
6542,50410,2313,1953,276,249,187,413,6542,45,1378,304,4577,2313,1694,619,4670,335,751,572,157,623,254,24,74,33877,27719,5496,3890,294,6542,3537,6515,1285,36,005,025100
2586,80583,895,634,79,50,52,176,2586,940,166,230,1098,895,655,240,1665,25,453,57,77,357,202,8,29,45511,37500,1966,1403,197,2586,1306,2492,302,36,005,025200
5589,43421,1856,1801,139,48,232,496,5589,27,777,138,4354,1856,1144,712,3593,113,861,105,313,303,44,0,0,37483,26705,4282,2924,603,5589,2714,5569,1597,36,005,025300
1967,66053,764,443,84,36,5,225,1967,950,27,149,777,764,498,266,1360,59,401,60,141,235,100,28,22,41719,32273,1707,1019,50,1967,877,1967,594,36,005,025400
6565,55042,2357,2257,181,109,577,611,6565,177,657,66,5405,2357,1484,873,4255,336,1123,179,536,80,152,48,16,25461,30401,5189,3156,360,6559,3009,6550,1952,36,005,025500
1664,58924,611,437,56,78,53,112,1664,538,272,138,710,611,325,286,1105,59,337,74,45,143,50,11,23,36840,34018,1333,901,52,1613,848,1613,125,36,005,025600
1687,55962,684,607,42,48,34,197,1687,78,318,0,1269,684,395,289,1258,37,287,53,226,222,73,0,0,50859,29682,1526,1042,144,1687,859,1687,396,36,005,025700
2109,60357,1154,235,44,31,0,41,2109,130,1000,95,821,1154,456,698,1720,6,184,45,103,495,252,52,42,63625,77005,1844,1044,63,2077,1070,2066,293,36,005,026100
6767,44709,2178,2141,154,151,233,736,6767,219,814,32,5682,2178,1590,588,4325,145,1209,129,260,334,256,124,0,33337,17147,5167,3071,397,6100,3094,6100,1419,36,005,026300
5735,58307,2165,1265,105,15,89,565,5735,1884,402,260,3153,2165,1526,639,3861,66,828,265,367,592,405,68,60,58781,36214,4489,2917,163,5735,2118,5635,719,36,005,026400
7792,60495,2341,2260,134,176,574,651,7792,49,433,514,6789,2341,1759,582,4973,80,1334,227,370,405,176,64,0,30193,29554,5871,3753,776,7700,3797,7518,1563,36,005,026500
2864,47266,1359,1152,40,89,135,424,2864,913,77,30,1767,1359,762,597,2156,121,627,59,161,314,83,10,22,37118,48125,2339,1483,167,2864,1358,2864,698,36,005,026601
5119,51442,2459,2104,261,188,226,593,5119,1527,599,511,2472,2459,1338,1121,4026,229,1203,205,333,683,179,41,22,36775,45694,4311,2565,280,5119,2240,5119,840,36,005,026602
3759,44750,1294,1278,77,64,101,487,3759,93,627,243,2738,1294,831,463,2153,35,833,78,129,248,172,0,22,47102,19375,2529,1633,125,3759,1897,3759,1193,36,005,026701
7702,61494,2651,2198,120,120,125,872,7702,232,709,0,6737,2651,1506,1145,4860,42,849,205,207,642,225,81,90,29333,38820,5654,3323,259,7677,3775,7624,1884,36,005,026702
4185,29140,1905,1709,107,24,94,869,4185,74,752,21,3326,1905,896,1009,3258,106,905,92,350,384,18,71,0,36417,28808,3567,2236,345,4185,2119,4129,1407,36,005,026900
7120,54096,2954,2633,126,285,367,703,7120,775,1300,6,4984,2954,1439,1515,5079,487,1346,83,456,632,216,46,0,43220,25045,5698,3606,242,6913,2943,6913,1416,36,005,027300
5111,104811,1783,458,69,7,43,206,5111,2780,199,214,1862,1783,1357,426,3576,127,658,116,141,957,476,42,20,67407,69410,3928,2693,55,5111,2629,5111,328,36,005,027401
3487,101667,1288,375,13,52,0,212,3487,1805,93,144,990,1288,678,610,2625,109,560,27,176,768,371,107,39,86125,-666666666,2754,1653,58,3300,1656,3297,285,36,005,027402
57,-666666666,18,18,0,3,7,0,57,15,42,0,0,18,18,0,26,0,7,3,0,15,0,0,0,-666666666,-666666666,36,10,0,57,26,57,15,36,005,027600
4188,54482,1789,1638,66,27,74,489,4188,391,303,16,3426,1789,1078,711,2924,66,747,301,146,594,54,28,0,48222,29031,3573,2346,308,4188,1983,4188,1403,36,005,027700
8112,65000,2978,2319,40,340,206,713,8112,1601,1390,123,4350,2978,1910,1068,5106,188,726,221,493,1144,419,89,28,62852,38603,6083,3901,671,7764,3690,7799,1707,36,005,027900
3512,79886,1685,911,122,77,63,138,3512,1144,717,188,1399,1685,843,842,3149,69,499,79,310,666,539,51,64,64710,43542,3275,1620,93,3307,1292,3307,169,36,005,028100
2486,14194,1037,1001,36,19,66,530,2486,142,346,1,1917,1037,653,384,1719,32,316,167,249,233,94,47,0,-666666666,25912,1830,868,211,2486,1155,2486,1521,36,005,028300
480,-666666666,0,0,0,0,0,0,480,114,230,21,115,0,0,0,468,5,99,67,0,8,10,0,0,-666666666,-666666666,480,18,0,176,103,176,115,36,005,028400
3309,74965,1781,1282,135,61,147,259,3309,1184,231,213,1637,1781,998,783,2705,35,315,162,117,736,570,126,30,46199,45692,2836,1961,25,3309,1648,3296,228,36,005,028500
1014,72857,500,238,37,11,0,36,1014,392,54,251,310,500,281,219,864,40,192,13,114,174,67,0,80,85855,35000,894,531,24,1014,555,1014,70,36,005,028600
3442,64127,1247,791,37,94,229,175,3442,802,106,226,2146,1247,921,326,2440,102,654,46,141,484,202,69,16,36990,47665,2768,1811,214,3442,1490,3441,376,36,005,028700
2678,97424,1026,460,11,33,34,135,2678,1680,154,529,286,1026,710,316,1896,54,403,218,74,436,256,32,106,62685,48864,2077,1353,46,2678,1206,2678,254,36,005,028800
4400,55977,1942,1507,202,57,60,516,4400,720,339,180,3129,1942,996,946,3150,126,578,140,177,521,291,58,55,42088,53678,3575,2134,86,4259,2042,4259,1107,36,005,028900
1847,119643,926,120,12,8,0,3,1847,1081,208,113,379,926,459,467,1592,16,92,71,67,447,379,180,126,123250,61705,1681,909,48,1684,669,1684,41,36,005,029301
5422,132405,2595,852,72,0,75,167,5422,2770,663,364,1036,2595,1147,1448,4052,55,432,95,124,1266,1111,365,203,95556,76627,4447,2451,152,5304,2452,5304,84,36,005,029302
4639,100600,2098,712,68,0,238,50,4639,1913,259,498,1797,2098,1034,1064,3407,283,417,193,306,657,757,146,90,90694,65398,3930,2450,19,4639,2305,4639,647,36,005,029500
2341,56747,1031,909,94,37,89,190,2341,739,302,236,888,1031,418,613,1648,98,209,83,126,391,200,147,144,59643,55591,2041,1155,149,2280,1071,1971,346,36,005,029600
4171,90714,1856,834,15,32,91,369,4171,2494,516,221,714,1856,929,927,3104,0,288,21,274,751,829,309,83,73173,82315,3414,1598,107,3920,1822,3901,124,36,005,029700
6811,84279,2494,1542,147,0,125,406,6811,2468,326,802,2965,2494,1648,846,4995,79,990,208,635,908,559,91,73,55484,37262,5696,3674,388,6764,3379,6716,977,36,005,030000
1570,86672,659,359,36,0,23,16,1570,751,165,46,493,659,313,346,1332,6,237,16,50,306,231,114,33,85625,71354,1375,651,41,1226,552,1226,85,36,005,030100
3684,75000,1656,964,24,55,6,214,3684,101,2082,0,1295,1656,1115,541,2797,181,445,178,181,329,463,0,13,40739,41772,3234,2093,57,3684,1906,3684,390,36,005,030201
6152,78435,2634,1567,450,84,38,320,6152,138,4939,1,997,2634,1652,982,4231,196,1172,235,515,967,248,20,0,49405,47819,4870,3167,117,6146,2603,6146,467,36,005,030202
5492,121764,2413,1277,156,84,89,173,5492,3477,244,288,1130,2413,1387,1026,3918,28,188,98,88,1076,1191,387,480,91975,60809,4392,2492,152,5492,2531,5492,155,36,005,030701
3707,122500,1406,635,11,12,81,257,3707,2866,172,68,561,1406,708,698,2931,31,410,57,55,680,664,374,202,96406,78750,3185,1132,57,2908,1185,2826,151,36,005,030900
4409,142671,1266,373,0,0,52,56,4409,1422,597,793,1565,1266,917,349,3627,176,801,127,325,863,403,86,13,68333,68071,3902,2022,143,3529,1957,3529,244,36,005,031000
1649,124474,560,201,0,0,43,31,1649,311,258,285,735,560,359,201,1111,28,148,18,165,258,150,10,0,62130,65469,1289,775,34,1594,789,1611,63,36,005,031200
2186,111917,597,193,16,30,6,26,2186,402,452,188,1116,597,393,204,1516,43,336,68,126,286,174,65,9,70396,37198,1787,1000,96,2007,952,2007,67,36,005,031400
1842,78864,716,313,4,0,0,151,1842,560,146,220,670,716,564,152,1472,87,274,20,97,164,191,65,9,42250,37373,1659,897,118,1842,905,1842,333,36,005,031600
2038,98017,572,144,23,46,0,4,2038,539,447,295,741,572,500,72,1570,63,291,76,120,192,160,44,9,45648,49813,1776,979,90,1885,977,1885,133,36,005,031800
762,-666666666,4,4,0,0,0,4,762,369,112,45,219,4,0,4,101,18,4,13,0,12,43,0,0,4683,2499,759,280,63,759,342,92,92,36,005,031900
4811,101512,2725,947,58,20,141,129,4811,2973,405,184,1138,2725,1121,1604,4098,64,304,97,294,1232,1010,118,348,78826,82075,4221,2074,39,4734,2274,4731,178,36,005,032300
2963,40955,1256,1121,174,99,160,214,2963,285,706,467,1286,1256,863,393,1961,278,355,151,184,284,60,26,0,29171,41362,2447,1497,155,2916,1294,2916,767,36,005,032400
3440,99962,1061,553,45,99,33,174,3440,1175,577,651,1009,1061,823,238,2461,51,490,130,176,426,313,123,37,55170,49577,3028,1789,121,3290,1645,3290,272,36,005,032600
4056,49422,1463,1312,180,48,119,293,4056,459,1000,340,2138,1463,1059,404,2488,115,635,97,196,246,200,0,0,40988,35462,3199,1938,279,4056,1925,4030,714,36,005,032800
5016,48750,2164,1863,67,178,137,514,5016,1392,1432,105,1778,2164,1100,1064,3387,90,913,212,153,271,303,0,91,41680,32077,3977,2403,412,5014,2520,5014,1125,36,005,033000
4123,35400,2311,1803,29,215,120,813,4123,1172,423,57,2392,2311,814,1497,3269,58,1015,75,264,604,385,10,17,41572,49078,3497,1976,257,4118,1890,4095,1040,36,005,033201
3415,47557,1481,1175,104,56,68,496,3415,272,752,307,2045,1481,687,794,2636,20,509,270,171,400,150,0,8,48214,45775,2867,1120,20,2987,1056,2987,550,36,005,033202
26,-666666666,4,4,0,4,0,0,26,1,24,0,1,4,4,0,19,0,0,4,10,1,0,0,0,-666666666,-666666666,26,11,4,26,21,26,2,36,005,033400
2213,106597,761,389,35,26,0,60,2213,1118,280,47,671,761,469,292,1325,51,142,37,63,467,195,81,92,46719,33476,1827,1158,122,2101,943,1736,254,36,005,033500
5011,23453,2178,2106,251,132,193,697,5011,206,1914,158,2615,2178,1103,1075,3632,197,624,406,330,226,198,0,0,34245,21356,4041,1992,276,5011,2478,4965,2297,36,005,033601
1155,47398,572,307,0,65,24,118,1155,72,644,0,439,572,247,325,799,0,152,14,86,213,9,10,10,67547,41458,910,559,49,1155,574,1139,318,36,005,033602
2852,147543,1041,269,80,17,0,94,2852,2005,42,305,410,1041,761,280,2012,89,279,102,120,627,319,179,91,91711,75750,2271,1216,62,2847,1200,2816,147,36,005,033700
2119,70418,893,727,88,12,30,185,2119,67,757,44,884,893,631,262,1311,42,603,40,83,61,135,0,25,43828,29195,1490,866,45,2119,840,2119,439,36,005,033801
1809,70508,531,492,71,0,10,181,1809,25,698,104,960,531,399,132,1110,110,206,51,111,196,104,0,4,23711,37614,1390,893,117,1809,822,1799,542,36,005,033802
5337,50208,1825,1404,53,150,113,472,5337,245,1660,170,3094,1825,1351,474,3128,26,688,277,364,225,166,184,0,36553,30648,3898,2540,163,5270,2537,5248,1002,36,005,034000
1518,70910,637,379,51,34,119,76,1518,91,849,10,535,637,448,189,1083,42,114,35,233,148,47,68,8,53604,47121,1208,844,14,1518,746,1517,179,36,005,034200
1854,89554,576,295,15,0,27,103,1854,645,106,87,924,576,455,121,1279,48,250,5,25,204,251,34,16,42474,31223,1475,947,83,1681,867,1660,44,36,005,034300
1940,71920,621,255,18,4,21,163,1940,177,928,90,715,621,552,69,1278,26,357,94,121,186,136,8,0,34841,54700,1461,984,54,1940,884,1930,598,36,005,034400
4155,115461,1608,717,102,33,36,194,4155,1581,434,41,1905,1608,1004,604,3062,63,539,172,353,714,388,137,88,95683,65594,3354,1959,129,4117,2070,4117,413,36,005,034500
6198,53024,2163,1357,81,85,108,259,6198,144,2841,560,2387,2163,1539,624,3885,173,878,162,456,779,145,27,22,52831,31853,4683,2552,98,6194,2686,6194,1158,36,005,034800
2023,69293,757,399,42,27,162,154,2023,32,1469,114,380,757,501,256,1290,102,239,5,46,425,129,34,51,47167,44568,1593,1008,17,2023,911,2023,169,36,005,035000
3723,105086,1330,734,53,34,1,121,3723,1425,250,142,1561,1330,756,574,2102,30,244,32,135,719,385,85,49,61875,36974,3139,2005,104,3723,1746,2910,249,36,005,035100
2074,86014,676,294,12,0,27,105,2074,16,1636,22,358,676,464,212,1355,20,339,72,129,240,102,6,0,37418,48780,1779,1174,141,2069,936,2060,269,36,005,035600
7495,85296,2700,836,15,24,75,237,7495,38,5377,24,1816,2700,1953,747,5311,338,1324,165,542,900,430,73,107,52063,53554,6308,3808,244,7495,3696,7420,771,36,005,035800
3261,28955,1462,1324,105,65,134,566,3261,87,1171,0,1900,1462,791,671,1975,175,416,101,198,115,4,0,43,38750,24405,2227,1354,300,3261,1578,3217,1513,36,005,035900
2836,83351,973,304,32,41,25,123,2836,151,1545,119,954,973,720,253,2129,77,326,118,181,432,203,77,15,56375,42165,2505,1301,166,2664,1145,2632,326,36,005,036000
5093,26083,2065,2000,296,114,154,578,5093,11,950,0,3958,2065,1171,894,2966,208,818,155,199,322,34,0,0,40810,27060,3840,2104,417,5085,2386,5084,2398,36,005,036100
6423,28259,2431,2292,165,0,170,1031,6423,185,1345,6,4821,2431,1550,881,4027,135,750,253,372,407,45,17,0,31678,24345,4965,2759,433,6417,2856,6368,2728,36,005,036300
2427,60313,873,426,10,27,83,238,2427,5,1982,0,353,873,648,225,1834,56,479,100,79,237,63,0,16,35476,36384,2068,1150,73,2427,1201,2427,282,36,005,036400
4721,54097,1445,1399,126,0,125,346,4721,28,2702,0,1907,1445,1168,277,2979,214,942,268,217,288,128,0,0,37863,29688,3756,2288,408,4721,2490,4721,1437,36,005,036501
2557,26886,761,711,63,102,10,312,2557,70,635,6,1828,761,586,175,1592,74,267,76,51,373,13,0,0,26909,19232,1846,1181,196,2551,1194,2551,1101,36,005,036502
2647,31815,767,653,17,0,116,231,2647,29,925,2,1622,767,527,240,1849,36,603,174,107,160,116,14,0,41964,23125,2016,1342,249,2647,1359,2512,785,36,005,036700
2185,71875,637,267,15,19,11,99,2185,49,1298,14,491,637,527,110,1428,27,200,48,120,383,153,37,6,62206,36964,1657,900,140,2183,829,2120,529,36,005,036800
1810,16277,725,643,20,98,0,268,1810,26,403,0,1318,725,363,362,1103,21,212,151,108,77,10,0,0,29551,18000,1336,718,115,1786,861,1786,784,36,005,036901
2316,21976,849,805,106,46,22,254,2316,64,1191,0,1060,849,539,310,1430,208,241,80,74,81,104,9,0,-666666666,37344,1579,844,132,2316,894,2316,1304,36,005,036902
2228,113182,644,262,0,0,0,65,2228,9,1571,210,313,644,484,160,1552,75,352,49,164,271,168,0,0,49345,50469,1769,1222,113,2228,1015,2228,343,36,005,037000
3948,22791,1720,1548,241,25,46,673,3948,66,1387,0,2463,1720,812,908,2798,155,720,74,230,219,131,151,0,35156,24883,3137,1569,147,3948,1721,3934,1239,36,005,037100
2069,69972,849,582,58,42,42,202,2069,63,900,68,846,849,565,284,1469,50,327,11,173,255,149,26,23,42179,41038,1598,1054,60,2069,1041,2031,280,36,005,037200
6511,51283,2255,2013,103,181,388,526,6511,52,2008,0,4202,2255,1637,618,3713,207,743,458,111,323,166,28,0,48281,27145,4661,2889,196,6505,2457,6459,1232,36,005,037300
3707,35884,1530,1309,149,77,93,353,3707,63,1320,24,2220,1530,968,562,2242,72,532,280,241,251,38,10,0,36855,24392,3002,1838,236,3707,1660,3678,1201,36,005,037400
3831,44198,1457,1409,76,74,70,469,3831,74,1354,0,2276,1457,1078,379,2385,151,598,156,136,103,47,15,20,32402,22992,2832,1741,108,3655,1772,3655,1131,36,005,037504
1934,70429,754,512,63,8,31,146,1934,143,775,128,833,754,479,275,1461,120,259,98,89,185,166,0,6,48750,42083,1641,894,40,1934,1068,1934,379,36,005,037600
3254,65500,1164,960,80,84,77,223,3254,70,1698,0,1486,1164,812,352,2111,41,426,172,192,462,110,12,0,35682,42014,2527,1591,234,3251,1611,3211,729,36,005,037800
6511,46430,2046,1942,66,279,148,665,6511,44,3115,0,3304,2046,1515,531,3937,254,584,192,191,547,265,13,0,46398,30148,4637,2797,246,6511,2930,6432,2336,36,005,037900
4474,46250,1975,1320,149,80,45,402,4474,148,2802,34,1269,1975,1111,864,2977,135,613,204,312,361,239,0,0,31731,46250,3522,1858,135,4412,1825,4412,1681,36,005,038000
7378,44741,2614,2536,118,262,528,788,7378,46,2471,37,4667,2614,1605,1009,4645,245,1472,208,265,370,124,96,20,33333,23033,5250,3445,426,7378,3762,7368,2591,36,005,038100
2942,85972,960,444,24,26,19,119,2942,72,2118,41,675,960,569,391,2090,162,433,121,113,360,160,10,37,44250,48750,2407,1423,79,2942,1276,2924,496,36,005,038200
